"goods_nomenclature_item_id","measure_generating_regulation_id","geographical_area_id","measure_type_id","ad_valorem","specific1","ceiling","minimum","specific2","validity_start_date","validity_end_date"
"2818300090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2833220000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2842100090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2842908080",S1900011,"1011","131",0,,,,,"2019-11-01",
"2843290000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2843300000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2843909000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2845901000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2845909090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2846902000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2852100000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2903392890",S1900011,"1011","131",0,,,,,"2019-11-01",
"2903776090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2903780000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2903793090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2903798000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2903898090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2903920000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2903998090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2904100090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2904990090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2905220090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2905299000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2905399590",S1900011,"1011","131",0,,,,,"2019-11-01",
"2905490090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2905599890",S1900011,"1011","131",0,,,,,"2019-11-01",
"2906110000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2906190090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2906290090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2907199090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2907290090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2908190090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2908990000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2909199090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2909200090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2909303890",S1900011,"1011","131",0,,,,,"2019-11-01",
"2909309090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2909498090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2909500090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2910200000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2910300000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2910400000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2910900090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2911000090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2912190090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2912290090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2912490090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2913000000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2914199090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2914290090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2914390090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2914409000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2914500090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2914620000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2914698090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2914790090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2915390090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2915500000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2915601990",S1900011,"1011","131",0,,,,,"2019-11-01",
"2915609000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2915704000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2915907090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2916199590",S1900011,"1011","131",0,,,,,"2019-11-01",
"2916200090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2916310090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2916399090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2917139090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2917191090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2917198090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2917340090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2917399590",S1900011,"1011","131",0,,,,,"2019-11-01",
"2918110000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2918130000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2918160090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2918199890",S1900011,"1011","131",0,,,,,"2019-11-01",
"2918220090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2918230000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2918290090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2918300090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2918999090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2919900090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2920190090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2920901090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2920907090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2921140000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2921195090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2921199990",S1900011,"1011","131",0,,,,,"2019-11-01",
"2921290090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2921301000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2921309990",S1900011,"1011","131",0,,,,,"2019-11-01",
"2921420090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2921430090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2921450090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2921490090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2921599090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2922110000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2922190090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2922290090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2922390090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2922410000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2922498590",S1900011,"1011","131",0,,,,,"2019-11-01",
"2922500090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2923100090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2923200000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2923900090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2924190090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2924210090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2924297099",S1900011,"1011","131",0,,,,,"2019-11-01",
"2925199590",S1900011,"1011","131",0,,,,,"2019-11-01",
"2925290090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2926300000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2926907090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2927000090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2928009090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2929900090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2930200090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2930300000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2930901300",S1900011,"1011","131",0,,,,,"2019-11-01",
"2930901600",S1900011,"1011","131",0,,,,,"2019-11-01",
"2930909899",S1900011,"1011","131",0,,,,,"2019-11-01",
"2931395000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2931399090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2931900090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2932190090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2932209090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2932950000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2932990090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933119000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933199090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933210090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933299090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933330000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933399990",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933491090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933499090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933539000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933540000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933599590",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933698070",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933698090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933790090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933919000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933992000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2933998090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2934100090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2934208090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2934309090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2934999090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2935909099",S1900011,"1011","131",0,,,,,"2019-11-01",
"2938100000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2938901000",S1900011,"1011","131",0,,,,,"2019-11-01",
"2938909090",S1900011,"1011","131",0,,,,,"2019-11-01",
"2940000080",S1900011,"1011","131",0,,,,,"2019-11-01",
"2942000090",S1900011,"1011","131",0,,,,,"2019-11-01",
"3204120090",S1900011,"1011","131",0,,,,,"2019-11-01",
"3204130090",S1900011,"1011","131",0,,,,,"2019-11-01",
"3204190090",S1900011,"1011","131",0,,,,,"2019-11-01",
"3204900090",S1900011,"1011","131",0,,,,,"2019-11-01",
"3402120000",S1900011,"1011","131",0,,,,,"2019-11-01",
"3402130090",S1900011,"1011","131",0,,,,,"2019-11-01",
"3504009000",S1900011,"1011","131",0,,,,,"2019-11-01",
"3507909090",S1900011,"1011","131",0,,,,,"2019-11-01",
"3808941000",S1900011,"1011","131",0,,,,,"2019-11-01",
"3824996400",S1900011,"1011","131",0,,,,,"2019-11-01",
"3824999299",S1900011,"1011","131",0,,,,,"2019-11-01",
"3824999390",S1900011,"1011","131",0,,,,,"2019-11-01",
"3901908099",S1900011,"1011","131",0,,,,,"2019-11-01",
"3902909099",S1900011,"1011","131",0,,,,,"2019-11-01",
"3905999099",S1900011,"1011","131",0,,,,,"2019-11-01",
"3906909090",S1900011,"1011","131",0,,,,,"2019-11-01",
"3907100090",S1900011,"1011","131",0,,,,,"2019-11-01",
"3907202090",S1900011,"1011","131",0,,,,,"2019-11-01",
"3907209990",S1900011,"1011","131",0,,,,,"2019-11-01",
"3907300090",S1900011,"1011","131",0,,,,,"2019-11-01",
"3907998090",S1900011,"1011","131",0,,,,,"2019-11-01",
"3908900090",S1900011,"1011","131",0,,,,,"2019-11-01",
"3909100000",S1900011,"1011","131",0,,,,,"2019-11-01",
"3909400090",S1900011,"1011","131",0,,,,,"2019-11-01",
"3911901990",S1900011,"1011","131",0,,,,,"2019-11-01",
"3911909990",S1900011,"1011","131",0,,,,,"2019-11-01",
"3912310000",S1900011,"1011","131",0,,,,,"2019-11-01",
"3912398590",S1900011,"1011","131",0,,,,,"2019-11-01",
"3912901090",S1900011,"1011","131",0,,,,,"2019-11-01",
"3913900099",S1900011,"1011","131",0,,,,,"2019-11-01",
"3914000000",S1900011,"1011","131",0,,,,,"2019-11-01",
